__main__ train:106                                :2187.1 Mb     if args.distributed:
torch.nn.modules.module _call_impl:729            :8125.1 Mb                 _global_forward_hooks.values(),
torchvision.transforms.functional_pil _is_pil_image:16:8125.1 Mb     if accimage is not None:
multiprocessing.util __init__:200                 :8125.1 Mb         self._key = (exitpriority, next(_finalizer_counter))
importlib._bootstrap _handle_fromlist:1019        :8125.1 Mb     if hasattr(module, '__path__'):
selectors register:355                            :10319.1Mb             poller_events |= self._EVENT_READ
selectors _fileobj_to_fd:37                       :10319.1Mb             fd = int(fileobj.fileno())
multiprocessing.synchronize is_set:328            :10319.1Mb         with self._cond:
torch.nn.modules.module _call_impl:749            :10319.1Mb         return result
torchvision.transforms.functional _is_numpy:44    :10319.1Mb     return isinstance(img, np.ndarray)
multiprocessing.queues put:88                     :10319.1Mb             self._buffer.append(obj)
importlib._bootstrap _handle_fromlist:1028        :10319.1Mb             elif x == '*':
torchvision.transforms.functional _is_numpy:44    :10319.1Mb     return isinstance(img, np.ndarray)
selectors register:356                            :9221.1 Mb         if events & EVENT_WRITE:
multiprocessing.connection fileno:170             :9221.1 Mb         self._check_closed()
torchvision.transforms.transforms __call__:66     :9221.1 Mb         for t in self.transforms:
multiprocessing.queues put:89                     :9221.1 Mb             self._notempty.notify()
multiprocessing.synchronize __enter__:230         :9221.1 Mb         return self._lock.__enter__()
torchvision.transforms.functional to_tensor:69    :9221.1 Mb     if isinstance(pic, np.ndarray):
importlib._bootstrap _handle_fromlist:1032        :9221.1 Mb             elif not hasattr(module, x):
torchvision.transforms.functional to_tensor:69    :9221.1 Mb     if isinstance(pic, np.ndarray):
threading notify:345                              :7027.1 Mb         if not self._is_owned():
torchvision.transforms.transforms __call__:68     :7027.1 Mb         return img
torchvision.transforms.functional to_tensor:81    :7027.1 Mb     if accimage is not None and isinstance(pic, accimage.Image):
importlib._bootstrap _handle_fromlist:1020        :7027.1 Mb         for x in fromlist:
multiprocessing.synchronize __enter__:95          :7027.1 Mb         return self._semlock.__enter__()
torchvision.transforms.functional to_tensor:81    :7027.1 Mb     if accimage is not None and isinstance(pic, accimage.Image):
selectors register:359                            :7027.1 Mb             self._selector.register(key.fd, poller_events)
multiprocessing.connection fileno:171             :8131.1 Mb         return self._handle
threading _is_owned:258                           :8131.1 Mb         if self._lock.acquire(0):
importlib._bootstrap _handle_fromlist:1044        :8131.1 Mb     return module
dataset __getitem__:43                            :8131.1 Mb         return img
torchvision.transforms.functional to_tensor:87    :8131.1 Mb     if pic.mode == 'I':
multiprocessing.synchronize is_set:329            :8131.1 Mb             if self._flag.acquire(False):
selectors register:363                            :8131.1 Mb         return key
torchvision.transforms.functional to_tensor:87    :8131.1 Mb     if pic.mode == 'I':
selectors register:244                            :9235.1 Mb         self._fd_to_key[key.fd] = key
threading notify:349                              :9235.1 Mb         if not waiters_to_notify:
torch.storage _new_shared:137                     :9235.1 Mb             return cls._new_using_fd(size)
dataset __getitem__:29                            :9235.1 Mb                 with self.env.begin(write=False) as txn:
torchvision.transforms.functional to_tensor:96    :9235.1 Mb         img = torch.ByteTensor(torch.ByteStorage.from_buffer(pic.tobytes()))
multiprocessing.connection wait:920               :9235.1 Mb             while True:
torchvision.transforms.functional to_tensor:96    :9235.1 Mb         img = torch.ByteTensor(torch.ByteStorage.from_buffer(pic.tobytes()))
torch.utils.data._utils.worker _worker_loop:191   :9235.1 Mb             idx, index = r
dataset __getitem__:32                            :8129.1 Mb                     img_bytes = txn.get(key)
selectors select:405                              :8129.1 Mb         if timeout is None:
torch.utils.data._utils.worker _worker_loop:197   :8129.1 Mb                 try:
torch.utils.data._utils.collate default_collate:55:8129.1 Mb         return torch.stack(batch, 0, out=out)
torchvision.transforms.functional to_tensor:100   :8129.1 Mb     img = img.permute((2, 0, 1)).contiguous()
torchvision.transforms.functional to_tensor:98    :8129.1 Mb     img = img.view(pic.size[1], pic.size[0], len(pic.getbands()))
selectors register:354                            :8129.1 Mb         if events & EVENT_READ:
torch.utils.data._utils.worker _worker_loop:213   :8129.1 Mb             del data, idx, index, r  # save memory
multiprocessing.connection wait:917               :9241.1 Mb             if timeout is not None:
torch.nn.modules.module _call_impl:716            :9241.1 Mb         for hook in itertools.chain(
multiprocessing.queues get:92                     :9241.1 Mb         if block and timeout is None:
torch.nn.modules.module _call_impl:717            :9241.1 Mb                 _global_forward_pre_hooks.values(),
dataset __getitem__:30                            :9241.1 Mb                     key = f"{self.resolution}-{str(index).zfill(5)}".encode("utf-8")
multiprocessing.queues put:89                     :9241.1 Mb             self._notempty.notify()
torch.nn.modules.module _call_impl:724            :9241.1 Mb         if torch._C._get_tracing_state():
selectors select:420                              :9241.1 Mb             if event & ~self._EVENT_READ:
dataset __getitem__:34                            :8103.1 Mb                 buffer = BytesIO(img_bytes)
threading _is_owned:258                           :8103.1 Mb         if self._lock.acquire(0):
torchvision.transforms.transforms forward:226     :8103.1 Mb         return F.normalize(tensor, self.mean, self.std, self.inplace)
selectors select:423                              :8103.1 Mb                 events |= EVENT_READ
multiprocessing.queues get:99                     :8103.1 Mb             if not self._rlock.acquire(block, timeout):
multiprocessing.connection wait:921               :8103.1 Mb                 ready = selector.select(timeout)
torch.nn.modules.module _call_impl:724            :8103.1 Mb         if torch._C._get_tracing_state():
torch.nn.modules.module _call_impl:727            :8103.1 Mb             result = self.forward(*input, **kwargs)
threading notify:352                              :10313.1Mb             waiter.release()
torchvision.transforms.functional normalize:276   :10313.1Mb     mean = torch.as_tensor(mean, dtype=dtype, device=tensor.device)
selectors select:418                              :10313.1Mb         for fd, event in fd_event_list:
multiprocessing.connection _check_closed:135      :10313.1Mb         if self._handle is None:
torch.tensor <genexpr>:24                         :10313.1Mb         if not all(type(t) is Tensor for t in args) and has_torch_function(args):
torch.nn.modules.module _call_impl:716            :10313.1Mb         for hook in itertools.chain(
selectors select:415                              :10313.1Mb             fd_event_list = self._selector.poll(timeout)
torchvision.transforms.functional normalize:273   :10313.1Mb         tensor = tensor.clone()
torchvision.transforms.functional normalize:277   :8005.1 Mb     std = torch.as_tensor(std, dtype=dtype, device=tensor.device)
selectors select:420                              :8005.1 Mb             if event & ~self._EVENT_READ:
torch.nn.modules.module _call_impl:724            :8005.1 Mb         if torch._C._get_tracing_state():
threading __exit__:244                            :8005.1 Mb         return self._lock.__exit__(*args)
importlib._bootstrap _handle_fromlist:1019        :8005.1 Mb     if hasattr(module, '__path__'):
multiprocessing.connection <listcomp>:923         :8005.1 Mb                     return [key.fileobj for (key, events) in ready]
torch.overrides has_torch_function:1087           :6843.1 Mb         for a in relevant_args
multiprocessing.connection _poll:414              :6843.1 Mb         r = wait([self], timeout)
torchvision.transforms.functional normalize:278   :6843.1 Mb     if (std == 0).any():
selectors select:422                              :6843.1 Mb             if event & ~self._EVENT_WRITE:
torch.nn.modules.module _call_impl:727            :6843.1 Mb             result = self.forward(*input, **kwargs)
importlib._bootstrap _handle_fromlist:1044        :6843.1 Mb     return module
multiprocessing.connection <listcomp>:923         :6843.1 Mb                     return [key.fileobj for (key, events) in ready]
torch.utils.data._utils.worker _worker_loop:213   :6843.1 Mb             del data, idx, index, r  # save memory
selectors register:352                            :7549.1 Mb         key = super().register(fileobj, events, data)
torch.nn.modules.module _call_impl:729            :7549.1 Mb                 _global_forward_hooks.values(),
multiprocessing.queues get:98                     :7549.1 Mb                 deadline = time.monotonic() + timeout
torch.overrides <genexpr>:1084                    :7549.1 Mb         type(a) is not torch.Tensor and
torch.overrides has_torch_function:1087           :7549.1 Mb         for a in relevant_args
torch.overrides <genexpr>:1084                    :7549.1 Mb         type(a) is not torch.Tensor and
multiprocessing.connection wait:923               :7549.1 Mb                     return [key.fileobj for (key, events) in ready]
multiprocessing.connection recv_bytes:214         :7549.1 Mb         if maxlength is not None and maxlength < 0:
selectors _fileobj_lookup:224                     :6971.1 Mb         try:
torch.nn.modules.module _call_impl:749            :6971.1 Mb         return result
multiprocessing.queues get:102                    :6971.1 Mb                 if block:
torch.overrides <genexpr>:1087                    :6971.1 Mb         for a in relevant_args
torch.tensor wrapped:26                           :6971.1 Mb         try:
torch.overrides <genexpr>:1084                    :6971.1 Mb         type(a) is not torch.Tensor and
multiprocessing.connection _recv:375              :6971.1 Mb         buf = io.BytesIO()
selectors __exit__:203                            :6971.1 Mb         self.close()
dataset __getitem__:34                            :7997.1 Mb                 buffer = BytesIO(img_bytes)
torch.tensor wrapped:27                           :7997.1 Mb             return f(*args, **kwargs)
torch.utils.data._utils.collate default_collate:52:7997.1 Mb             numel = sum([x.numel() for x in batch])
selectors _fileobj_to_fd:36                       :7997.1 Mb         try:
multiprocessing.connection _recv:388              :7997.1 Mb         return buf
torch.tensor <genexpr>:24                         :7997.1 Mb         if not all(type(t) is Tensor for t in args) and has_torch_function(args):
multiprocessing.connection _recv_bytes:409        :7997.1 Mb         if maxsize is not None and size > maxsize:
selectors select:405                              :7997.1 Mb         if timeout is None:
selectors _fileobj_to_fd:41                       :6845.1 Mb     if fd < 0:
torch.storage _new_shared:131                     :6845.1 Mb         from torch.multiprocessing import get_sharing_strategy
multiprocessing.queues get:113                    :6845.1 Mb         return _ForkingPickler.loads(res)
torch.overrides <genexpr>:1087                    :6845.1 Mb         for a in relevant_args
multiprocessing.connection _recv:378              :6845.1 Mb         while remaining > 0:
selectors select:415                              :6845.1 Mb             fd_event_list = self._selector.poll(timeout)
torchvision.transforms.functional_pil _is_pil_image:19:6845.1 Mb         return isinstance(img, Image.Image)
torch.nn.modules.module _call_impl:716            :6845.1 Mb         for hook in itertools.chain(
importlib._bootstrap _handle_fromlist:1044        :7117.1 Mb     return module
importlib._bootstrap _handle_fromlist:1032        :7117.1 Mb             elif not hasattr(module, x):
torchvision.transforms.functional normalize:278   :7117.1 Mb     if (std == 0).any():
selectors select:414                              :7117.1 Mb         try:
torchvision.transforms.functional to_tensor:100   :7117.1 Mb     img = img.permute((2, 0, 1)).contiguous()
torch.tensor wrapped:27                           :7867.1 Mb             return f(*args, **kwargs)
torchvision.transforms.functional normalize:275   :7867.1 Mb     dtype = tensor.dtype
threading notify:345                              :7867.1 Mb         if not self._is_owned():
multiprocessing.queues put:88                     :7867.1 Mb             self._buffer.append(obj)
torch.autograd backward:132                       :7867.1 Mb         allow_unreachable=True)  # allow_unreachable flag
selectors select:415                              :7867.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :7867.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :7867.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :7867.1 Mb             fd_event_list = self._selector.poll(timeout)
multiprocessing.queues get:101                    :7579.1 Mb             try:
selectors select:422                              :7579.1 Mb             if event & ~self._EVENT_WRITE:
multiprocessing.queues get:101                    :7353.1 Mb             try:
threading notify:354                              :6253.1 Mb                 all_waiters.remove(waiter)
multiprocessing.queues get:102                    :6253.1 Mb                 if block:
selectors select:423                              :6253.1 Mb                 events |= EVENT_READ
multiprocessing.queues get:102                    :6247.1 Mb                 if block:
torch.nn.modules.module __getattr__:769           :6235.1 Mb                 return _parameters[name]
selectors select:415                              :6235.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :6235.1 Mb             fd_event_list = self._selector.poll(timeout)
multiprocessing.connection wait:913               :6503.1 Mb         with _WaitSelector() as selector:
multiprocessing.queues get:92                     :6503.1 Mb         if block and timeout is None:
torch.utils.data._utils.worker _worker_loop:186   :6759.1 Mb             elif done_event.is_set() or iteration_end:
multiprocessing.connection wait:914               :6759.1 Mb             for obj in object_list:
torch.autograd grad:204                           :6501.1 Mb         inputs, allow_unused)
torch.utils.data._utils.fetch fetch:43            :6501.1 Mb         if self.auto_collation:
torchvision.transforms.functional normalize:275   :9317.1 Mb     dtype = tensor.dtype
torch.utils.data._utils.worker _worker_loop:169   :6757.1 Mb         while watchdog.is_alive():
selectors _fileobj_to_fd:37                       :7909.1 Mb             fd = int(fileobj.fileno())
selectors register:353                            :6757.1 Mb         poller_events = 0
selectors select:415                              :8685.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:428                              :6505.1 Mb         return ready
torch.autograd grad:204                           :6761.1 Mb         inputs, allow_unused)
selectors register:359                            :7019.1 Mb             self._selector.register(key.fd, poller_events)
torch.autograd backward:132                       :7019.1 Mb         allow_unreachable=True)  # allow_unreachable flag
selectors select:415                              :7019.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :7019.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :7019.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :7019.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :7019.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :7275.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :7275.1 Mb             fd_event_list = self._selector.poll(timeout)
torch.nn.modules.module __getattr__:769           :7277.1 Mb                 return _parameters[name]
selectors register:363                            :7277.1 Mb         return key
selectors select:415                              :8805.1 Mb             fd_event_list = self._selector.poll(timeout)
multiprocessing.connection wait:925               :6483.1 Mb                     if timeout is not None:
torch.utils.data._utils.worker _worker_loop:170   :8677.1 Mb             try:
selectors select:415                              :8677.1 Mb             fd_event_list = self._selector.poll(timeout)
multiprocessing.connection wait:914               :6483.1 Mb             for obj in object_list:
selectors select:428                              :6483.1 Mb         return ready
multiprocessing.connection wait:922               :8677.1 Mb                 if ready:
selectors register:352                            :8677.1 Mb         key = super().register(fileobj, events, data)
selectors select:415                              :8677.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :8677.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors _fileobj_to_fd:37                       :6485.1 Mb             fd = int(fileobj.fileno())
multiprocessing.connection wait:927               :6485.1 Mb                         if timeout < 0:
selectors close:270                               :6485.1 Mb         self._map = None
multiprocessing.connection wait:925               :6485.1 Mb                     if timeout is not None:
multiprocessing.connection wait:926               :10865.1Mb                         timeout = deadline - time.monotonic()
multiprocessing.connection _poll:415              :10865.1Mb         return bool(r)
multiprocessing.connection wait:928               :10865.1Mb                             return ready
multiprocessing.connection _check_closed:135      :10865.1Mb         if self._handle is None:
selectors register:240                            :6485.1 Mb         if key.fd in self._fd_to_key:
selectors close:269                               :6485.1 Mb         self._fd_to_key.clear()
multiprocessing.connection _poll:415              :6485.1 Mb         return bool(r)
torch.utils.data._utils.worker _worker_loop:173   :6485.1 Mb                 continue
selectors register:244                            :8671.1 Mb         self._fd_to_key[key.fd] = key
selectors close:270                               :8671.1 Mb         self._map = None
torch.utils.data._utils.worker _worker_loop:169   :8671.1 Mb         while watchdog.is_alive():
multiprocessing.queues get:105                    :8671.1 Mb                         raise Empty
torch.utils.data._utils.worker _worker_loop:172   :6485.1 Mb             except queue.Empty:
torch.utils.data._utils.worker _worker_loop:173   :8671.1 Mb                 continue
torch.utils.data._utils.worker is_alive:57        :6485.1 Mb             return not self.manager_dead
multiprocessing.connection wait:914               :6485.1 Mb             for obj in object_list:
torch.utils.data._utils.worker _worker_loop:170   :8671.1 Mb             try:
multiprocessing.connection wait:917               :8671.1 Mb             if timeout is not None:
multiprocessing.connection wait:918               :6485.1 Mb                 deadline = time.monotonic() + timeout
torch.utils.data._utils.worker _worker_loop:171   :6485.1 Mb                 r = index_queue.get(timeout=MP_STATUS_CHECK_INTERVAL)
multiprocessing.queues get:99                     :6485.1 Mb             if not self._rlock.acquire(block, timeout):
torch.utils.data._utils.worker _worker_loop:170   :6485.1 Mb             try:
torch.autograd backward:132                       :6485.1 Mb         allow_unreachable=True)  # allow_unreachable flag
selectors select:415                              :6509.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :6735.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :6735.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :6735.1 Mb             fd_event_list = self._selector.poll(timeout)
op.upfirdn2d forward:119                          :6863.1 Mb             input, kernel, up_x, up_y, down_x, down_y, pad_x0, pad_x1, pad_y0, pad_y1
torch.nn.modules.module _call_impl:718            :7057.1 Mb                 self._forward_pre_hooks.values()):
op.upfirdn2d forward:119                          :7121.1 Mb             input, kernel, up_x, up_y, down_x, down_y, pad_x0, pad_x1, pad_y0, pad_y1
torch.overrides has_torch_function:1084           :7355.1 Mb         type(a) is not torch.Tensor and
torch.nn.modules.module __getattr__:769           :7381.1 Mb                 return _parameters[name]
selectors select:415                              :7407.1 Mb             fd_event_list = self._selector.poll(timeout)
multiprocessing.connection wait:927               :8083.1 Mb                         if timeout < 0:
torchvision.transforms.transforms __call__:66     :8083.1 Mb         for t in self.transforms:
torch.autograd backward:132                       :8083.1 Mb         allow_unreachable=True)  # allow_unreachable flag
selectors select:415                              :8083.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :8083.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :8083.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :8083.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :8083.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :8083.1 Mb             fd_event_list = self._selector.poll(timeout)
