__main__ train:106                                :2087.1 Mb     if args.distributed:
torchvision.transforms.functional to_tensor:66    :8083.1 Mb     if _is_numpy(pic) and not _is_numpy_image(pic):
torch.nn.modules.module _call_impl:727            :8083.1 Mb             result = self.forward(*input, **kwargs)
multiprocessing.connection wait:922               :8083.1 Mb                 if ready:
torch.utils.data._utils.worker is_alive:56        :8083.1 Mb                 self.manager_dead = os.getppid() != self.manager_pid
torch.nn.modules.module _call_impl:729            :8083.1 Mb                 _global_forward_hooks.values(),
selectors __init__:349                            :8083.1 Mb         self._selector = self._selector_cls()
importlib._bootstrap _handle_fromlist:1044        :8083.1 Mb     return module
torch.utils.data._utils.fetch <listcomp>:44       :6969.1 Mb             data = [self.dataset[idx] for idx in possibly_batched_index]
torchvision.transforms.functional _is_numpy:44    :6969.1 Mb     return isinstance(img, np.ndarray)
torchvision.transforms.transforms forward:645     :6969.1 Mb         if torch.rand(1) < self.p:
multiprocessing.connection wait:923               :6969.1 Mb                     return [key.fileobj for (key, events) in ready]
torch.utils.data._utils.worker is_alive:57        :6969.1 Mb             return not self.manager_dead
torch.nn.modules.module _call_impl:730            :6969.1 Mb                 self._forward_hooks.values()):
selectors __enter__:200                           :6969.1 Mb         return self
torch.tensor wrapped:24                           :6969.1 Mb         if not all(type(t) is Tensor for t in args) and has_torch_function(args):
torch.utils.data._utils.fetch fetch:47            :8067.1 Mb         return self.collate_fn(data)
torchvision.transforms.functional to_tensor:69    :8067.1 Mb     if isinstance(pic, np.ndarray):
torch.tensor wrapped:23                           :8067.1 Mb         from torch.overrides import has_torch_function, handle_torch_function
multiprocessing.connection <listcomp>:923         :8067.1 Mb                     return [key.fileobj for (key, events) in ready]
torch.utils.data._utils.worker _worker_loop:170   :8067.1 Mb             try:
torch.nn.modules.module _call_impl:734            :8067.1 Mb         if (len(self._backward_hooks) > 0) or (len(_global_backward_hooks) > 0):
multiprocessing.connection wait:914               :8067.1 Mb             for obj in object_list:
torch.tensor <genexpr>:24                         :8067.1 Mb         if not all(type(t) is Tensor for t in args) and has_torch_function(args):
torchvision.transforms.functional to_tensor:87    :6969.1 Mb     if pic.mode == 'I':
selectors __exit__:203                            :6969.1 Mb         self.close()
importlib._bootstrap _handle_fromlist:1044        :6969.1 Mb     return module
multiprocessing.queues get:92                     :6969.1 Mb         if block and timeout is None:
torchvision.transforms.transforms __call__:66     :6969.1 Mb         for t in self.transforms:
selectors register:352                            :6969.1 Mb         key = super().register(fileobj, events, data)
torch.overrides has_torch_function:1083           :6969.1 Mb     return _is_torch_function_enabled() and any(
torch.utils.data._utils.collate default_collate:47:6969.1 Mb     if isinstance(elem, torch.Tensor):
torchvision.transforms.functional to_tensor:89    :8065.1 Mb     elif pic.mode == 'I;16':
torch.overrides has_torch_function:1084           :9161.1 Mb         type(a) is not torch.Tensor and
selectors register:235                            :9161.1 Mb         if (not events) or (events & ~(EVENT_READ | EVENT_WRITE)):
torchvision.transforms.transforms __call__:67     :9161.1 Mb             img = t(img)
multiprocessing.queues get:97                     :9161.1 Mb             if block:
torch.utils.data._utils.collate default_collate:48:9161.1 Mb         out = None
torchvision.transforms.functional to_tensor:91    :9161.1 Mb     elif pic.mode == 'F':
selectors close:270                               :9161.1 Mb         self._map = None
torch.tensor <genexpr>:24                         :9161.1 Mb         if not all(type(t) is Tensor for t in args) and has_torch_function(args):
multiprocessing.connection _poll:415              :8071.1 Mb         return bool(r)
torch.tensor <genexpr>:24                         :8071.1 Mb         if not all(type(t) is Tensor for t in args) and has_torch_function(args):
torch.overrides <genexpr>:1084                    :8071.1 Mb         type(a) is not torch.Tensor and
selectors _fileobj_lookup:224                     :8071.1 Mb         try:
torchvision.transforms.functional to_tensor:63    :8071.1 Mb     if not(F_pil._is_pil_image(pic) or _is_numpy(pic)):
multiprocessing.queues get:99                     :8071.1 Mb             if not self._rlock.acquire(block, timeout):
torch.utils.data._utils.worker get_worker_info:109:8071.1 Mb     return _worker_info
torchvision.transforms.functional to_tensor:96    :8071.1 Mb         img = torch.ByteTensor(torch.ByteStorage.from_buffer(pic.tobytes()))
torchvision.transforms.functional_pil _is_pil_image:19:6963.1 Mb         return isinstance(img, Image.Image)
torch.utils.data._utils.collate <listcomp>:52     :6963.1 Mb             numel = sum([x.numel() for x in batch])
multiprocessing.queues get:102                    :6963.1 Mb                 if block:
torch.utils.data._utils.collate <listcomp>:52     :8069.1 Mb             numel = sum([x.numel() for x in batch])
torchvision.transforms.functional to_tensor:66    :8069.1 Mb     if _is_numpy(pic) and not _is_numpy_image(pic):
multiprocessing.queues get:103                    :8069.1 Mb                     timeout = deadline - time.monotonic()
torch.overrides <genexpr>:1087                    :9175.1 Mb         for a in relevant_args
torch.tensor wrapped:26                           :9175.1 Mb         try:
multiprocessing.connection fileno:170             :9175.1 Mb         self._check_closed()
torch.utils.data._utils.collate default_collate:53:9175.1 Mb             storage = elem.storage()._new_shared(numel)
torchvision.transforms.functional to_tensor:69    :9175.1 Mb     if isinstance(pic, np.ndarray):
multiprocessing.connection poll:255               :9175.1 Mb         self._check_closed()
multiprocessing.connection recv_bytes:214         :9175.1 Mb         if maxlength is not None and maxlength < 0:
torchvision.transforms.functional to_tensor:102   :9175.1 Mb         return img.float().div(255)
multiprocessing.connection _recv:378              :8069.1 Mb         while remaining > 0:
torch.nn.modules.module _call_impl:724            :8069.1 Mb         if torch._C._get_tracing_state():
torch.nn.modules.module _call_impl:749            :8053.1 Mb         return result
torch.nn.modules.module _call_impl:728            :8053.1 Mb         for hook in itertools.chain(
selectors register:245                            :8053.1 Mb         return key
importlib._bootstrap _handle_fromlist:1020        :8053.1 Mb         for x in fromlist:
selectors __init__:348                            :8053.1 Mb         super().__init__()
torchvision.transforms.functional to_tensor:98    :8053.1 Mb     img = img.view(pic.size[1], pic.size[0], len(pic.getbands()))
torchvision.transforms.transforms __call__:67     :9199.1 Mb             img = t(img)
selectors __init__:213                            :9199.1 Mb         self._map = _SelectorMapping(self)
selectors register:354                            :9199.1 Mb         if events & EVENT_READ:
torch.storage _new_shared:132                     :9199.1 Mb         if cls.is_cuda:
multiprocessing.connection _recv:381              :9199.1 Mb             if n == 0:
torchvision.transforms.functional to_tensor:101   :9199.1 Mb     if isinstance(img, torch.ByteTensor):
torchvision.transforms.functional normalize:265   :9199.1 Mb     if not isinstance(tensor, torch.Tensor):
torch.nn.modules.module _call_impl:734            :9199.1 Mb         if (len(self._backward_hooks) > 0) or (len(_global_backward_hooks) > 0):
selectors __init__:349                            :8093.1 Mb         self._selector = self._selector_cls()
torchvision.transforms.functional normalize:272   :8093.1 Mb     if not inplace:
multiprocessing.connection _recv:387              :8093.1 Mb             remaining -= n
selectors register:356                            :8093.1 Mb         if events & EVENT_WRITE:
torch.multiprocessing get_sharing_strategy:70     :8093.1 Mb     return _sharing_strategy
torchvision.transforms.transforms __call__:66     :8093.1 Mb         for t in self.transforms:
torchvision.transforms.transforms __call__:66     :8093.1 Mb         for t in self.transforms:
torch.nn.modules.module _call_impl:718            :8093.1 Mb                 self._forward_pre_hooks.values()):
selectors register:235                            :10303.1Mb         if (not events) or (events & ~(EVENT_READ | EVENT_WRITE)):
multiprocessing.connection wait:917               :10303.1Mb             if timeout is not None:
torch.utils.data._utils.worker _worker_loop:212   :10303.1Mb             data_queue.put((idx, data))
torch.nn.modules.module _call_impl:724            :10303.1Mb         if torch._C._get_tracing_state():
importlib._bootstrap _handle_fromlist:1019        :10303.1Mb     if hasattr(module, '__path__'):
multiprocessing.connection _recv_bytes:411        :10303.1Mb         return self._recv(size)
torch.nn.modules.module _call_impl:724            :10303.1Mb         if torch._C._get_tracing_state():
torchvision.transforms.functional normalize:278   :10303.1Mb     if (std == 0).any():
importlib._bootstrap _handle_fromlist:1019        :9141.1 Mb     if hasattr(module, '__path__'):
torch.tensor wrapped:24                           :9141.1 Mb         if not all(type(t) is Tensor for t in args) and has_torch_function(args):
multiprocessing.queues put:82                     :9141.1 Mb         if not self._sem.acquire(block, timeout):
torchvision.transforms.transforms forward:615     :9141.1 Mb         if torch.rand(1) < self.p:
torchvision.transforms.transforms forward:226     :9141.1 Mb         return F.normalize(tensor, self.mean, self.std, self.inplace)
multiprocessing.connection wait:920               :9141.1 Mb             while True:
multiprocessing.connection _recv:376              :9141.1 Mb         handle = self._handle
selectors _fileobj_lookup:225                     :9141.1 Mb             return _fileobj_to_fd(fileobj)
torch.tensor wrapped:23                           :6961.1 Mb         from torch.overrides import has_torch_function, handle_torch_function
torchvision.transforms.functional normalize:265   :6961.1 Mb     if not isinstance(tensor, torch.Tensor):
multiprocessing.connection wait:921               :6961.1 Mb                 ready = selector.select(timeout)
multiprocessing.connection _recv:377              :6961.1 Mb         remaining = size
selectors _fileobj_to_fd:33                       :6961.1 Mb     if isinstance(fileobj, int):
torch.tensor wrapped:24                           :6961.1 Mb         if not all(type(t) is Tensor for t in args) and has_torch_function(args):
torch.tensor <genexpr>:24                         :6961.1 Mb         if not all(type(t) is Tensor for t in args) and has_torch_function(args):
threading __enter__:241                           :6961.1 Mb         return self._lock.__enter__()
torch.overrides <genexpr>:1084                    :7475.1 Mb         type(a) is not torch.Tensor and
threading notify:348                              :7475.1 Mb         waiters_to_notify = _deque(_islice(all_waiters, n))
torch.overrides <genexpr>:1084                    :7475.1 Mb         type(a) is not torch.Tensor and
selectors register:244                            :7475.1 Mb         self._fd_to_key[key.fd] = key
torch.overrides <genexpr>:1084                    :7475.1 Mb         type(a) is not torch.Tensor and
selectors select:420                              :7475.1 Mb             if event & ~self._EVENT_READ:
multiprocessing.connection recv_bytes:217         :7475.1 Mb         if buf is None:
importlib._bootstrap _handle_fromlist:1019        :7475.1 Mb     if hasattr(module, '__path__'):
torch.tensor wrapped:24                           :6897.1 Mb         if not all(type(t) is Tensor for t in args) and has_torch_function(args):
torch.tensor wrapped:26                           :6897.1 Mb         try:
threading notify:352                              :6897.1 Mb             waiter.release()
torch.overrides <genexpr>:1087                    :6897.1 Mb         for a in relevant_args
selectors register:354                            :6897.1 Mb         if events & EVENT_READ:
selectors select:425                              :6897.1 Mb             key = self._key_from_fd(fd)
torchvision.transforms.transforms forward:616     :6897.1 Mb             return F.hflip(img)
multiprocessing.queues get:111                    :6897.1 Mb                 self._rlock.release()
multiprocessing.queues get:104                    :7923.1 Mb                     if not self._poll(timeout):
torchvision.transforms.functional to_tensor:66    :7923.1 Mb     if _is_numpy(pic) and not _is_numpy_image(pic):
dataset __getitem__:27                            :7923.1 Mb         while True:
torchvision.transforms.functional to_tensor:63    :7923.1 Mb     if not(F_pil._is_pil_image(pic) or _is_numpy(pic)):
torch.nn.modules.module _call_impl:730            :7923.1 Mb                 self._forward_hooks.values()):
multiprocessing.connection recv_bytes:214         :7923.1 Mb         if maxlength is not None and maxlength < 0:
selectors select:423                              :7923.1 Mb                 events |= EVENT_READ
dataset __getitem__:32                            :7923.1 Mb                     img_bytes = txn.get(key)
multiprocessing.connection poll:257               :6769.1 Mb         return self._poll(timeout)
torchvision.transforms.functional to_tensor:89    :6769.1 Mb     elif pic.mode == 'I;16':
dataset __getitem__:34                            :6769.1 Mb                 buffer = BytesIO(img_bytes)
torchvision.transforms.functional to_tensor:69    :6769.1 Mb     if isinstance(pic, np.ndarray):
dataset __getitem__:43                            :6769.1 Mb         return img
multiprocessing.connection _recv:377              :6769.1 Mb         remaining = size
torchvision.transforms.transforms __call__:66     :6769.1 Mb         for t in self.transforms:
selectors select:427                              :6769.1 Mb                 ready.append((key, events & key.events))
torch.overrides has_torch_function:1084           :7043.1 Mb         type(a) is not torch.Tensor and
torch.overrides <genexpr>:1084                    :7043.1 Mb         type(a) is not torch.Tensor and
torch.nn.modules.module _call_impl:730            :7043.1 Mb                 self._forward_hooks.values()):
threading notify:351                              :7043.1 Mb         for waiter in waiters_to_notify:
torch.utils.data._utils.collate default_collate:48:7319.1 Mb         out = None
multiprocessing.queues get:98                     :7765.1 Mb                 deadline = time.monotonic() + timeout
torchvision.transforms.functional normalize:283   :7765.1 Mb         std = std.view(-1, 1, 1)
torch.utils.data._utils.collate default_collate:49:7765.1 Mb         if torch.utils.data.get_worker_info() is not None:
torch.autograd backward:132                       :7765.1 Mb         allow_unreachable=True)  # allow_unreachable flag
torch.nn.modules.module _call_impl:728            :7765.1 Mb         for hook in itertools.chain(
selectors select:415                              :7765.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :7765.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :7765.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :7765.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:422                              :7467.1 Mb             if event & ~self._EVENT_WRITE:
multiprocessing.queues get:99                     :6205.1 Mb             if not self._rlock.acquire(block, timeout):
torch.utils.data._utils.collate default_collate:48:6205.1 Mb         out = None
selectors register:238                            :6205.1 Mb         key = SelectorKey(fileobj, self._fileobj_lookup(fileobj), events, data)
selectors select:423                              :6205.1 Mb                 events |= EVENT_READ
multiprocessing.queues get:101                    :5043.1 Mb             try:
selectors _fileobj_lookup:224                     :2849.1 Mb         try:
torch.utils.data._utils.collate default_collate:49:2849.1 Mb         if torch.utils.data.get_worker_info() is not None:
selectors select:425                              :2849.1 Mb             key = self._key_from_fd(fd)
multiprocessing.queues get:102                    :2843.1 Mb                 if block:
torch.nn.modules.module __getattr__:769           :2831.1 Mb                 return _parameters[name]
op.fused_act forward:56                           :3343.1 Mb         out = fused.fused_bias_act(input, bias, empty, 3, 0, negative_slope, scale)
multiprocessing.connection fileno:170             :3343.1 Mb         self._check_closed()
torch.utils.data._utils.collate <listcomp>:52     :3343.1 Mb             numel = sum([x.numel() for x in batch])
selectors select:418                              :3343.1 Mb         for fd, event in fd_event_list:
multiprocessing.connection poll:256               :3343.1 Mb         self._check_readable()
op.upfirdn2d forward:119                          :3727.1 Mb             input, kernel, up_x, up_y, down_x, down_y, pad_x0, pad_x1, pad_y0, pad_y1
multiprocessing.connection <listcomp>:923         :3727.1 Mb                     return [key.fileobj for (key, events) in ready]
selectors _fileobj_to_fd:43                       :3727.1 Mb     return fd
importlib._bootstrap _handle_fromlist:1020        :3727.1 Mb         for x in fromlist:
multiprocessing.connection wait:913               :3727.1 Mb         with _WaitSelector() as selector:
op.upfirdn2d forward:119                          :4113.1 Mb             input, kernel, up_x, up_y, down_x, down_y, pad_x0, pad_x1, pad_y0, pad_y1
selectors __init__:64                             :4113.1 Mb         self._selector = selector
selectors register:353                            :4113.1 Mb         poller_events = 0
importlib._bootstrap _handle_fromlist:1020        :4113.1 Mb         for x in fromlist:
multiprocessing.connection _poll:415              :4113.1 Mb         return bool(r)
op.upfirdn2d forward:119                          :4435.1 Mb             input, kernel, up_x, up_y, down_x, down_y, pad_x0, pad_x1, pad_y0, pad_y1
multiprocessing.connection recv_bytes:214         :4435.1 Mb         if maxlength is not None and maxlength < 0:
selectors register:235                            :4435.1 Mb         if (not events) or (events & ~(EVENT_READ | EVENT_WRITE)):
torch.utils.data._utils.collate default_collate:54:4435.1 Mb             out = elem.new(storage)
selectors register:363                            :4435.1 Mb         return key
selectors select:415                              :4531.1 Mb             fd_event_list = self._selector.poll(timeout)
torch.nn.modules.module __getattr__:769           :4705.1 Mb                 return _parameters[name]
multiprocessing.connection recv_bytes:219         :4705.1 Mb         return buf.getvalue()
selectors select:407                              :4705.1 Mb         elif timeout <= 0:
torch.utils.data._utils.worker _worker_loop:170   :4705.1 Mb             try:
multiprocessing.connection _check_readable:139    :6093.1 Mb         if not self._readable:
multiprocessing.synchronize __enter__:95          :6349.1 Mb         return self._semlock.__enter__()
multiprocessing.queues get:104                    :6349.1 Mb                     if not self._poll(timeout):
multiprocessing.connection poll:257               :6605.1 Mb         return self._poll(timeout)
torch.autograd grad:204                           :6093.1 Mb         inputs, allow_unused)
dataset __getitem__:29                            :6629.1 Mb                 with self.env.begin(write=False) as txn:
selectors __enter__:200                           :6629.1 Mb         return self
torch.overrides has_torch_function:1084           :9189.1 Mb         type(a) is not torch.Tensor and
torch.utils.data._utils.worker is_alive:57        :8909.1 Mb             return not self.manager_dead
selectors select:415                              :8653.1 Mb             fd_event_list = self._selector.poll(timeout)
multiprocessing.connection poll:255               :7501.1 Mb         self._check_closed()
selectors _fileobj_to_fd:37                       :7501.1 Mb             fd = int(fileobj.fileno())
selectors select:415                              :7501.1 Mb             fd_event_list = self._selector.poll(timeout)
torch.utils.data._utils.worker _worker_loop:170   :6953.1 Mb             try:
multiprocessing.connection wait:917               :6953.1 Mb             if timeout is not None:
selectors __init__:348                            :5801.1 Mb         super().__init__()
selectors register:235                            :6121.1 Mb         if (not events) or (events & ~(EVENT_READ | EVENT_WRITE)):
selectors _fileobj_to_fd:41                       :5863.1 Mb     if fd < 0:
selectors register:353                            :5223.1 Mb         poller_events = 0
selectors register:355                            :5511.1 Mb             poller_events |= self._EVENT_READ
multiprocessing.connection wait:920               :4941.1 Mb             while True:
selectors select:414                              :6983.1 Mb         try:
selectors select:415                              :5947.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :5947.1 Mb             fd_event_list = self._selector.poll(timeout)
torch.autograd grad:204                           :6973.1 Mb         inputs, allow_unused)
multiprocessing.connection wait:915               :6973.1 Mb                 selector.register(obj, selectors.EVENT_READ)
multiprocessing.synchronize __enter__:230         :6973.1 Mb         return self._lock.__enter__()
selectors register:352                            :7487.1 Mb         key = super().register(fileobj, events, data)
multiprocessing.synchronize __enter__:95          :7487.1 Mb         return self._semlock.__enter__()
torch.autograd backward:132                       :7487.1 Mb         allow_unreachable=True)  # allow_unreachable flag
selectors select:415                              :7487.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :7487.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :7487.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :7487.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :7487.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :3815.1 Mb             fd_event_list = self._selector.poll(timeout)
multiprocessing.connection wait:925               :3435.1 Mb                     if timeout is not None:
selectors __exit__:203                            :5757.1 Mb         self.close()
selectors select:415                              :5559.1 Mb             fd_event_list = self._selector.poll(timeout)
multiprocessing.connection wait:913               :5431.1 Mb         with _WaitSelector() as selector:
selectors __init__:211                            :3109.1 Mb         self._fd_to_key = {}
selectors close:269                               :3109.1 Mb         self._fd_to_key.clear()
selectors __init__:349                            :5303.1 Mb         self._selector = self._selector_cls()
multiprocessing.queues get:105                    :5303.1 Mb                         raise Empty
selectors select:415                              :5303.1 Mb             fd_event_list = self._selector.poll(timeout)
torch.utils.data._utils.worker _worker_loop:171   :3043.1 Mb                 r = index_queue.get(timeout=MP_STATUS_CHECK_INTERVAL)
selectors __init__:211                            :3043.1 Mb         self._fd_to_key = {}
multiprocessing.connection wait:914               :3043.1 Mb             for obj in object_list:
multiprocessing.queues get:97                     :5173.1 Mb             if block:
selectors __init__:64                             :5173.1 Mb         self._selector = selector
multiprocessing.connection wait:918               :5173.1 Mb                 deadline = time.monotonic() + timeout
selectors register:352                            :2979.1 Mb         key = super().register(fileobj, events, data)
selectors register:235                            :5173.1 Mb         if (not events) or (events & ~(EVENT_READ | EVENT_WRITE)):
multiprocessing.connection poll:257               :2981.1 Mb         return self._poll(timeout)
selectors _fileobj_to_fd:36                       :2981.1 Mb         try:
multiprocessing.connection wait:913               :7361.1 Mb         with _WaitSelector() as selector:
multiprocessing.connection fileno:170             :7361.1 Mb         self._check_closed()
multiprocessing.connection wait:914               :2945.1 Mb             for obj in object_list:
selectors register:244                            :2945.1 Mb         self._fd_to_key[key.fd] = key
selectors register:352                            :5077.1 Mb         key = super().register(fileobj, events, data)
selectors register:353                            :5077.1 Mb         poller_events = 0
multiprocessing.connection fileno:170             :2839.1 Mb         self._check_closed()
multiprocessing.connection wait:917               :2839.1 Mb             if timeout is not None:
selectors select:415                              :2787.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:418                              :4973.1 Mb         for fd, event in fd_event_list:
multiprocessing.connection fileno:171             :4973.1 Mb         return self._handle
multiprocessing.connection wait:920               :4973.1 Mb             while True:
torch.autograd backward:132                       :4973.1 Mb         allow_unreachable=True)  # allow_unreachable flag
op.fused_act forward:56                           :5255.1 Mb         out = fused.fused_bias_act(input, bias, empty, 3, 0, negative_slope, scale)
op.upfirdn2d forward:119                          :5513.1 Mb             input, kernel, up_x, up_y, down_x, down_y, pad_x0, pad_x1, pad_y0, pad_y1
models.stylegan2 forward:633                      :5897.1 Mb             out = (out + skip) / math.sqrt(2)
op.upfirdn2d forward:119                          :6155.1 Mb             input, kernel, up_x, up_y, down_x, down_y, pad_x0, pad_x1, pad_y0, pad_y1
torch.nn.modules.module __getattr__:769           :6425.1 Mb                 return _parameters[name]
selectors select:415                              :6533.1 Mb             fd_event_list = self._selector.poll(timeout)
multiprocessing.connection wait:926               :7269.1 Mb                         timeout = deadline - time.monotonic()
multiprocessing.connection wait:927               :7527.1 Mb                         if timeout < 0:
torch.autograd backward:132                       :7527.1 Mb         allow_unreachable=True)  # allow_unreachable flag
selectors select:415                              :7527.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :7527.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :7527.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :7527.1 Mb             fd_event_list = self._selector.poll(timeout)
multiprocessing.queues get:97                     :7819.1 Mb             if block:
torch.overrides <genexpr>:1084                    :7819.1 Mb         type(a) is not torch.Tensor and
torch.autograd backward:132                       :7819.1 Mb         allow_unreachable=True)  # allow_unreachable flag
selectors select:415                              :7819.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :7819.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :7819.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :7819.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :7819.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :7819.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors __init__:211                            :8371.1 Mb         self._fd_to_key = {}
multiprocessing.connection _check_readable:139    :8371.1 Mb         if not self._readable:
torch.autograd backward:132                       :8371.1 Mb         allow_unreachable=True)  # allow_unreachable flag
selectors select:415                              :8371.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :8371.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :8371.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :8371.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :8371.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :8371.1 Mb             fd_event_list = self._selector.poll(timeout)
torch.nn.functional grid_sample:3391              :9037.1 Mb     return torch.grid_sampler(input, grid, mode_enum, padding_mode_enum, align_corners)
torch.nn.modules.module _call_impl:717            :9037.1 Mb                 _global_forward_pre_hooks.values(),
selectors select:415                              :9037.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :9037.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :9037.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :9037.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :9037.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :9037.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :9037.1 Mb             fd_event_list = self._selector.poll(timeout)
torch.autograd backward:132                       :9735.1 Mb         allow_unreachable=True)  # allow_unreachable flag
selectors select:415                              :9735.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :9735.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :9735.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :9735.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :9735.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :9735.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :9735.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :9735.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :10475.1Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :10475.1Mb             fd_event_list = self._selector.poll(timeout)
torch.autograd backward:132                       :10475.1Mb         allow_unreachable=True)  # allow_unreachable flag
selectors select:415                              :10475.1Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :10475.1Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :10475.1Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :10475.1Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :10475.1Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :10475.1Mb             fd_event_list = self._selector.poll(timeout)
selectors select:413                              :10217.1Mb         ready = []
selectors select:414                              :9831.1 Mb         try:
torch.autograd backward:132                       :7805.1 Mb         allow_unreachable=True)  # allow_unreachable flag
selectors select:415                              :7815.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :7815.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :7815.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :7815.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :7815.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :7815.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :7815.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :7815.1 Mb             fd_event_list = self._selector.poll(timeout)
torch.nn.functional grid_sample:3391              :8641.1 Mb     return torch.grid_sampler(input, grid, mode_enum, padding_mode_enum, align_corners)
selectors register:359                            :8641.1 Mb             self._selector.register(key.fd, poller_events)
torch.overrides <genexpr>:1087                    :8641.1 Mb         for a in relevant_args
selectors select:415                              :8641.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :8641.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :8641.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :8641.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :8641.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :8641.1 Mb             fd_event_list = self._selector.poll(timeout)
