__main__ train:106                                :2187.1 Mb     if args.distributed:
torchvision.transforms.transforms forward:617     :7027.1 Mb         return img
selectors _fileobj_lookup:224                     :7027.1 Mb         try:
torch.utils.data._utils.fetch <listcomp>:44       :8125.1 Mb             data = [self.dataset[idx] for idx in possibly_batched_index]
torch.nn.modules.module _call_impl:728            :8125.1 Mb         for hook in itertools.chain(
selectors _fileobj_lookup:225                     :8123.1 Mb             return _fileobj_to_fd(fileobj)
dataset __getitem__:27                            :10319.1Mb         while True:
torch.nn.modules.module _call_impl:729            :10319.1Mb                 _global_forward_hooks.values(),
selectors _fileobj_to_fd:33                       :10319.1Mb     if isinstance(fileobj, int):
threading notify:350                              :10319.1Mb             return
torch.nn.modules.module _call_impl:728            :10319.1Mb         for hook in itertools.chain(
dataset __getitem__:43                            :10319.1Mb         return img
selectors select:414                              :10319.1Mb         try:
torch.tensor <genexpr>:24                         :10319.1Mb         if not all(type(t) is Tensor for t in args) and has_torch_function(args):
threading __exit__:244                            :9221.1 Mb         return self._lock.__exit__(*args)
torch.nn.modules.module _call_impl:729            :9221.1 Mb                 _global_forward_hooks.values(),
torch.utils.data._utils.fetch <listcomp>:44       :9221.1 Mb             data = [self.dataset[idx] for idx in possibly_batched_index]
selectors select:415                              :9221.1 Mb             fd_event_list = self._selector.poll(timeout)
torch.overrides has_torch_function:1083           :9221.1 Mb     return _is_torch_function_enabled() and any(
dataset __getitem__:29                            :9221.1 Mb                 with self.env.begin(write=False) as txn:
torch.nn.modules.module _call_impl:734            :9221.1 Mb         if (len(self._backward_hooks) > 0) or (len(_global_backward_hooks) > 0):
selectors _fileobj_to_fd:37                       :9221.1 Mb             fd = int(fileobj.fileno())
torch.nn.modules.module _call_impl:730            :7025.1 Mb                 self._forward_hooks.values()):
dataset __getitem__:27                            :7025.1 Mb         while True:
torch.utils.data._utils.worker _worker_loop:213   :7025.1 Mb             del data, idx, index, r  # save memory
selectors select:418                              :7025.1 Mb         for fd, event in fd_event_list:
torch.overrides has_torch_function:1084           :7025.1 Mb         type(a) is not torch.Tensor and
dataset __getitem__:30                            :7025.1 Mb                     key = f"{self.resolution}-{str(index).zfill(5)}".encode("utf-8")
multiprocessing.connection fileno:170             :7025.1 Mb         self._check_closed()
torch.nn.modules.module _call_impl:749            :7025.1 Mb         return result
torch.nn.modules.module _call_impl:734            :8131.1 Mb         if (len(self._backward_hooks) > 0) or (len(_global_backward_hooks) > 0):
dataset __getitem__:28                            :8131.1 Mb             try:
torch.utils.data._utils.worker _worker_loop:169   :8131.1 Mb         while watchdog.is_alive():
selectors select:419                              :8131.1 Mb             events = 0
torch.overrides has_torch_function:1087           :8131.1 Mb         for a in relevant_args
dataset __getitem__:32                            :8131.1 Mb                     img_bytes = txn.get(key)
multiprocessing.connection _check_closed:135      :8131.1 Mb         if self._handle is None:
torchvision.transforms.transforms __call__:66     :8131.1 Mb         for t in self.transforms:
dataset __getitem__:32                            :9235.1 Mb                     img_bytes = txn.get(key)
torch.utils.data._utils.worker is_alive:57        :9235.1 Mb             return not self.manager_dead
torch.overrides <genexpr>:1084                    :9235.1 Mb         type(a) is not torch.Tensor and
selectors select:423                              :9235.1 Mb                 events |= EVENT_READ
selectors _fileobj_to_fd:43                       :9235.1 Mb     return fd
torchvision.transforms.functional to_tensor:63    :9235.1 Mb     if not(F_pil._is_pil_image(pic) or _is_numpy(pic)):
dataset __getitem__:43                            :9235.1 Mb         return img
dataset __getitem__:36                            :9235.1 Mb                 break
dataset __getitem__:35                            :8129.1 Mb                 img = Image.open(buffer)
torch.utils.data._utils.worker _worker_loop:171   :8129.1 Mb                 r = index_queue.get(timeout=MP_STATUS_CHECK_INTERVAL)
selectors _key_from_fd:284                        :8129.1 Mb         try:
torch.overrides <genexpr>:1084                    :8129.1 Mb         type(a) is not torch.Tensor and
selectors register:244                            :8129.1 Mb         self._fd_to_key[key.fd] = key
torch.utils.data._utils.fetch fetch:47            :8129.1 Mb         return self.collate_fn(data)
torchvision.transforms.functional_pil _is_pil_image:19:8129.1 Mb         return isinstance(img, Image.Image)
torchvision.transforms.transforms __call__:66     :8129.1 Mb         for t in self.transforms:
torchvision.transforms.functional_pil _is_pil_image:19:9241.1 Mb         return isinstance(img, Image.Image)
torch.utils.data._utils.collate <listcomp>:52     :9241.1 Mb             numel = sum([x.numel() for x in batch])
torch.tensor wrapped:23                           :9241.1 Mb         from torch.overrides import has_torch_function, handle_torch_function
torchvision.transforms.functional to_tensor:93    :9241.1 Mb     elif pic.mode == '1':
selectors register:363                            :9241.1 Mb         return key
torch.nn.modules.module _call_impl:727            :9241.1 Mb             result = self.forward(*input, **kwargs)
multiprocessing.connection poll:255               :9241.1 Mb         self._check_closed()
multiprocessing.connection <listcomp>:923         :9241.1 Mb                     return [key.fileobj for (key, events) in ready]
torch.nn.modules.module _call_impl:728            :8103.1 Mb         for hook in itertools.chain(
torch.tensor wrapped:24                           :8103.1 Mb         if not all(type(t) is Tensor for t in args) and has_torch_function(args):
multiprocessing.connection wait:918               :8103.1 Mb                 deadline = time.monotonic() + timeout
multiprocessing.connection _check_readable:139    :8103.1 Mb         if not self._readable:
torchvision.transforms.functional to_tensor:98    :8103.1 Mb     img = img.view(pic.size[1], pic.size[0], len(pic.getbands()))
importlib._bootstrap _handle_fromlist:1019        :8103.1 Mb     if hasattr(module, '__path__'):
torch.storage _new_shared:131                     :8103.1 Mb         from torch.multiprocessing import get_sharing_strategy
selectors close:270                               :8103.1 Mb         self._map = None
importlib._bootstrap _handle_fromlist:1028        :10313.1Mb             elif x == '*':
multiprocessing.connection _check_closed:135      :10313.1Mb         if self._handle is None:
torch.tensor <genexpr>:24                         :10313.1Mb         if not all(type(t) is Tensor for t in args) and has_torch_function(args):
torchvision.transforms.transforms __call__:66     :10313.1Mb         for t in self.transforms:
torch.overrides has_torch_function:1087           :10313.1Mb         for a in relevant_args
torchvision.transforms.transforms __call__:66     :10313.1Mb         for t in self.transforms:
selectors select:412                              :10313.1Mb             timeout = math.ceil(timeout * 1e3)
selectors __init__:211                            :10313.1Mb         self._fd_to_key = {}
torch.overrides <genexpr>:1087                    :8005.1 Mb         for a in relevant_args
torch.nn.modules.module _call_impl:718            :8005.1 Mb                 self._forward_pre_hooks.values()):
selectors select:418                              :8005.1 Mb         for fd, event in fd_event_list:
torch.storage _new_shared:134                     :8005.1 Mb         elif get_sharing_strategy() == 'file_system':
selectors __enter__:200                           :8005.1 Mb         return self
multiprocessing.connection _recv_bytes:407        :8005.1 Mb         buf = self._recv(4)
torch.overrides <genexpr>:1087                    :8005.1 Mb         for a in relevant_args
torchvision.transforms.functional_pil _is_pil_image:19:8005.1 Mb         return isinstance(img, Image.Image)
torch.nn.modules.module _call_impl:724            :6843.1 Mb         if torch._C._get_tracing_state():
selectors select:419                              :6843.1 Mb             events = 0
torch.multiprocessing get_sharing_strategy:70     :6843.1 Mb     return _sharing_strategy
multiprocessing.connection wait:914               :6843.1 Mb             for obj in object_list:
multiprocessing.connection _recv:375              :6843.1 Mb         buf = io.BytesIO()
torch.overrides <genexpr>:1084                    :6843.1 Mb         type(a) is not torch.Tensor and
torchvision.transforms.functional to_tensor:66    :6843.1 Mb     if _is_numpy(pic) and not _is_numpy_image(pic):
torch.tensor wrapped:26                           :6843.1 Mb         try:
torch.nn.modules.module _call_impl:734            :7549.1 Mb         if (len(self._backward_hooks) > 0) or (len(_global_backward_hooks) > 0):
torchvision.transforms.transforms __call__:67     :7549.1 Mb             img = t(img)
multiprocessing.queues put:86                     :7549.1 Mb             if self._thread is None:
selectors select:428                              :7549.1 Mb         return ready
torchvision.transforms.functional normalize:278   :7549.1 Mb     if (std == 0).any():
multiprocessing.connection fileno:170             :7549.1 Mb         self._check_closed()
torchvision.transforms.functional to_tensor:98    :7549.1 Mb     img = img.view(pic.size[1], pic.size[0], len(pic.getbands()))
multiprocessing.connection _recv:388              :7549.1 Mb         return buf
torch.nn.modules.module _call_impl:718            :6843.1 Mb                 self._forward_pre_hooks.values()):
threading notify:345                              :6843.1 Mb         if not self._is_owned():
multiprocessing.connection <listcomp>:923         :6843.1 Mb                     return [key.fileobj for (key, events) in ready]
importlib._bootstrap _handle_fromlist:1044        :6843.1 Mb     return module
selectors _fileobj_to_fd:41                       :6843.1 Mb     if fd < 0:
multiprocessing.connection _recv_bytes:411        :6843.1 Mb         return self._recv(size)
torchvision.transforms.functional to_tensor:102   :6843.1 Mb         return img.float().div(255)
torch.nn.modules.module _call_impl:716            :6843.1 Mb         for hook in itertools.chain(
torch.nn.modules.module _call_impl:728            :7997.1 Mb         for hook in itertools.chain(
torch.tensor wrapped:24                           :7997.1 Mb         if not all(type(t) is Tensor for t in args) and has_torch_function(args):
torchvision.transforms.functional hflip:457       :7997.1 Mb     if not isinstance(img, torch.Tensor):
torch.tensor wrapped:26                           :7997.1 Mb         try:
multiprocessing.synchronize __enter__:230         :7997.1 Mb         return self._lock.__enter__()
multiprocessing.queues get:99                     :7997.1 Mb             if not self._rlock.acquire(block, timeout):
selectors select:413                              :7997.1 Mb         ready = []
multiprocessing.connection _recv:387              :7997.1 Mb             remaining -= n
multiprocessing.queues get:103                    :6843.1 Mb                     timeout = deadline - time.monotonic()
torch.nn.modules.module _call_impl:728            :6843.1 Mb         for hook in itertools.chain(
multiprocessing.synchronize is_set:332            :6843.1 Mb             return False
selectors select:418                              :6843.1 Mb         for fd, event in fd_event_list:
multiprocessing.connection _recv_bytes:408        :6843.1 Mb         size, = struct.unpack("!i", buf.getvalue())
torch.nn.modules.module _call_impl:749            :6843.1 Mb         return result
torch.overrides has_torch_function:1084           :6843.1 Mb         type(a) is not torch.Tensor and
torchvision.transforms.functional_pil _is_pil_image:19:6843.1 Mb         return isinstance(img, Image.Image)
multiprocessing.connection wait:914               :7119.1 Mb             for obj in object_list:
torch.utils.data._utils.worker is_alive:55        :7119.1 Mb             if not self.manager_dead:
torchvision.transforms.functional normalize:265   :7119.1 Mb     if not isinstance(tensor, torch.Tensor):
torch.utils.data._utils.collate default_collate:52:7119.1 Mb             numel = sum([x.numel() for x in batch])
multiprocessing.connection poll:256               :7421.1 Mb         self._check_readable()
torch.multiprocessing get_sharing_strategy:70     :7575.1 Mb     return _sharing_strategy
torch.overrides has_torch_function:1084           :7575.1 Mb         type(a) is not torch.Tensor and
selectors register:244                            :7867.1 Mb         self._fd_to_key[key.fd] = key
torch.autograd backward:132                       :7867.1 Mb         allow_unreachable=True)  # allow_unreachable flag
torch.storage _new_shared:137                     :7867.1 Mb             return cls._new_using_fd(size)
multiprocessing.connection _check_readable:139    :7867.1 Mb         if not self._readable:
torch.overrides has_torch_function:1087           :7867.1 Mb         for a in relevant_args
selectors select:415                              :7867.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :7867.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :7867.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :7867.1 Mb             fd_event_list = self._selector.poll(timeout)
threading notify:353                              :7353.1 Mb             try:
selectors register:358                            :7353.1 Mb         try:
multiprocessing.queues get:105                    :7353.1 Mb                         raise Empty
selectors select:422                              :7353.1 Mb             if event & ~self._EVENT_WRITE:
threading notify:354                              :6249.1 Mb                 all_waiters.remove(waiter)
selectors register:359                            :6247.1 Mb             self._selector.register(key.fd, poller_events)
multiprocessing.queues get:111                    :6247.1 Mb                 self._rlock.release()
selectors select:423                              :6247.1 Mb                 events |= EVENT_READ
torch.nn.modules.module __getattr__:769           :6233.1 Mb                 return _parameters[name]
selectors _fileobj_to_fd:43                       :6759.1 Mb     return fd
multiprocessing.connection _recv:381              :6759.1 Mb             if n == 0:
selectors register:240                            :6759.1 Mb         if key.fd in self._fd_to_key:
multiprocessing.connection wait:917               :6501.1 Mb             if timeout is not None:
torch.autograd grad:204                           :6501.1 Mb         inputs, allow_unused)
torchvision.transforms.functional to_tensor:101   :9317.1 Mb     if isinstance(img, torch.ByteTensor):
torch.utils.data._utils.collate default_collate:55:6757.1 Mb         return torch.stack(batch, 0, out=out)
selectors select:415                              :6757.1 Mb             fd_event_list = self._selector.poll(timeout)
multiprocessing.connection _poll:415              :7909.1 Mb         return bool(r)
multiprocessing.queues get:103                    :7909.1 Mb                     timeout = deadline - time.monotonic()
selectors register:352                            :6757.1 Mb         key = super().register(fileobj, events, data)
selectors select:405                              :6757.1 Mb         if timeout is None:
selectors select:415                              :6505.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :6505.1 Mb             fd_event_list = self._selector.poll(timeout)
torch.autograd grad:204                           :6761.1 Mb         inputs, allow_unused)
selectors __init__:211                            :7017.1 Mb         self._fd_to_key = {}
multiprocessing.queues get:113                    :7017.1 Mb         return _ForkingPickler.loads(res)
multiprocessing.connection wait:922               :7017.1 Mb                 if ready:
torch.autograd backward:132                       :7019.1 Mb         allow_unreachable=True)  # allow_unreachable flag
selectors select:415                              :7019.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :7019.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :7019.1 Mb             fd_event_list = self._selector.poll(timeout)
torch.tensor wrapped:23                           :7275.1 Mb         from torch.overrides import has_torch_function, handle_torch_function
dataset __getitem__:29                            :7275.1 Mb                 with self.env.begin(write=False) as txn:
selectors select:415                              :7275.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :7275.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :7275.1 Mb             fd_event_list = self._selector.poll(timeout)
torch.nn.modules.module __getattr__:769           :7277.1 Mb                 return _parameters[name]
selectors select:415                              :6481.1 Mb             fd_event_list = self._selector.poll(timeout)
torch.utils.data._utils.worker is_alive:55        :8677.1 Mb             if not self.manager_dead:
selectors select:415                              :8677.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :8677.1 Mb             fd_event_list = self._selector.poll(timeout)
torch.utils.data._utils.worker is_alive:56        :6483.1 Mb                 self.manager_dead = os.getppid() != self.manager_pid
multiprocessing.connection wait:926               :6483.1 Mb                         timeout = deadline - time.monotonic()
selectors __init__:349                            :6483.1 Mb         self._selector = self._selector_cls()
torch.utils.data._utils.worker is_alive:57        :8677.1 Mb             return not self.manager_dead
multiprocessing.connection wait:927               :8677.1 Mb                         if timeout < 0:
selectors __enter__:200                           :8677.1 Mb         return self
multiprocessing.queues get:92                     :6483.1 Mb         if block and timeout is None:
selectors close:269                               :6483.1 Mb         self._fd_to_key.clear()
multiprocessing.queues get:97                     :8677.1 Mb             if block:
selectors close:270                               :8677.1 Mb         self._map = None
multiprocessing.queues get:101                    :6483.1 Mb             try:
selectors _fileobj_lookup:225                     :6483.1 Mb             return _fileobj_to_fd(fileobj)
multiprocessing.queues get:111                    :6483.1 Mb                 self._rlock.release()
selectors _fileobj_to_fd:33                       :10865.1Mb     if isinstance(fileobj, int):
multiprocessing.queues get:103                    :10865.1Mb                     timeout = deadline - time.monotonic()
torch.utils.data._utils.worker _worker_loop:172   :10865.1Mb             except queue.Empty:
selectors select:415                              :10865.1Mb             fd_event_list = self._selector.poll(timeout)
selectors select:418                              :6483.1 Mb         for fd, event in fd_event_list:
torch.utils.data._utils.worker is_alive:57        :6483.1 Mb             return not self.manager_dead
multiprocessing.connection _check_readable:139    :6483.1 Mb         if not self._readable:
multiprocessing.connection fileno:171             :6483.1 Mb         return self._handle
selectors _fileobj_to_fd:41                       :8667.1 Mb     if fd < 0:
multiprocessing.connection wait:922               :8667.1 Mb                 if ready:
torch.utils.data._utils.worker _worker_loop:171   :8667.1 Mb                 r = index_queue.get(timeout=MP_STATUS_CHECK_INTERVAL)
multiprocessing.connection _poll:414              :8667.1 Mb         r = wait([self], timeout)
multiprocessing.connection wait:926               :6481.1 Mb                         timeout = deadline - time.monotonic()
selectors register:244                            :6481.1 Mb         self._fd_to_key[key.fd] = key
multiprocessing.queues get:97                     :6481.1 Mb             if block:
selectors __init__:348                            :6481.1 Mb         super().__init__()
multiprocessing.queues get:98                     :8667.1 Mb                 deadline = time.monotonic() + timeout
selectors __init__:211                            :8667.1 Mb         self._fd_to_key = {}
multiprocessing.connection wait:927               :8667.1 Mb                         if timeout < 0:
selectors register:245                            :8667.1 Mb         return key
multiprocessing.queues get:99                     :6481.1 Mb             if not self._rlock.acquire(block, timeout):
selectors __init__:213                            :6481.1 Mb         self._map = _SelectorMapping(self)
multiprocessing.connection wait:928               :6481.1 Mb                             return ready
selectors register:353                            :6481.1 Mb         poller_events = 0
multiprocessing.queues get:101                    :8667.1 Mb             try:
selectors __init__:64                             :8667.1 Mb         self._selector = selector
selectors __exit__:203                            :8667.1 Mb         self.close()
selectors register:354                            :8667.1 Mb         if events & EVENT_READ:
multiprocessing.queues get:103                    :6481.1 Mb                     timeout = deadline - time.monotonic()
selectors __enter__:200                           :6481.1 Mb         return self
selectors close:270                               :6481.1 Mb         self._map = None
selectors register:356                            :6481.1 Mb         if events & EVENT_WRITE:
torch.autograd backward:132                       :6481.1 Mb         allow_unreachable=True)  # allow_unreachable flag
selectors select:415                              :6489.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :6501.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :6735.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :6735.1 Mb             fd_event_list = self._selector.poll(timeout)
op.upfirdn2d forward:119                          :6863.1 Mb             input, kernel, up_x, up_y, down_x, down_y, pad_x0, pad_x1, pad_y0, pad_y1
torchvision.transforms.functional_pil _is_pil_image:19:6927.1 Mb         return isinstance(img, Image.Image)
op.upfirdn2d forward:119                          :7121.1 Mb             input, kernel, up_x, up_y, down_x, down_y, pad_x0, pad_x1, pad_y0, pad_y1
torchvision.transforms.functional to_tensor:91    :7187.1 Mb     elif pic.mode == 'F':
torch.nn.modules.module __getattr__:769           :7393.1 Mb                 return _parameters[name]
selectors select:415                              :7419.1 Mb             fd_event_list = self._selector.poll(timeout)
torchvision.transforms.functional normalize:273   :7515.1 Mb         tensor = tensor.clone()
torchvision.transforms.functional normalize:275   :8069.1 Mb     dtype = tensor.dtype
selectors select:428                              :8069.1 Mb         return ready
torch.autograd backward:132                       :8069.1 Mb         allow_unreachable=True)  # allow_unreachable flag
selectors select:415                              :8069.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :8069.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :8069.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :8069.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :8069.1 Mb             fd_event_list = self._selector.poll(timeout)
selectors select:415                              :8069.1 Mb             fd_event_list = self._selector.poll(timeout)
